المحافظة,اللواء,القضاء,التجمع السكاني,المنطقة,الحي,الجنسية,الجنس,LESS THAN 15,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80 ABOVE
العاصمة,وادي السير,وادي السير,الثغرة,الثغرة,الثغرة,غير أردني,ذكر,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الحامدية,الحامدية,الحامدية,أردني,أنثى,0,64,41,20,0,1,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الحامدية,الحامدية,الحامدية,أردني,ذكر,0,7,65,30,12,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي الشتاء,وادي الشتاء,وادي الشتاء,أردني,أنثى,1,16,28,11,2,0,0,1,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي الشتاء,وادي الشتاء,وادي الشتاء,أردني,ذكر,0,1,13,24,6,1,0,0,0,2,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي الشتاء,وادي الشتاء,وادي الشتاء,غير أردني,أنثى,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,وادي الشتاء,وادي الشتاء,وادي الشتاء,غير أردني,ذكر,6,9,53,34,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الطبقة,الطبقة,الطبقة,أردني,أنثى,7,87,86,27,5,3,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الطبقة,الطبقة,الطبقة,أردني,ذكر,0,16,67,67,24,11,2,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الطبقة,الطبقة,الطبقة,غير أردني,أنثى,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الدبة,الدبة,الدبة,أردني,أنثى,1,53,33,3,2,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الدبة,الدبة,الدبة,أردني,ذكر,0,19,55,29,2,1,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الدبة,الدبة,الدبة,غير أردني,أنثى,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الدبة,الدبة,الدبة,غير أردني,ذكر,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,ام نجاصة,ام نجاصة,ام نجاصة,أردني,أنثى,0,37,70,9,3,5,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,ام نجاصة,ام نجاصة,ام نجاصة,أردني,ذكر,0,5,65,25,6,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,ام نجاصة,ام نجاصة,ام نجاصة,غير أردني,أنثى,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,ام نجاصة,ام نجاصة,ام نجاصة,غير أردني,ذكر,0,0,81,20,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الفحص,الفحص,الفحص,أردني,أنثى,0,34,22,2,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الفحص,الفحص,الفحص,أردني,ذكر,0,7,29,12,0,2,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الفحص,الفحص,الفحص,غير أردني,أنثى,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الفحص,الفحص,الفحص,غير أردني,ذكر,0,9,17,8,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,النعير,النعير,النعير,أردني,أنثى,1,124,156,60,6,4,4,1,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,النعير,النعير,النعير,أردني,ذكر,0,26,125,103,46,3,2,0,1,1,0,0,0,0,0
العاصمة,وادي السير,وادي السير,النعير,النعير,النعير,غير أردني,أنثى,0,23,4,4,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,النعير,النعير,النعير,غير أردني,ذكر,0,14,11,11,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الدير,الدير,الدير,أردني,أنثى,12,136,177,54,18,3,1,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الدير,الدير,الدير,أردني,ذكر,0,12,158,140,49,10,1,0,1,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الدير,الدير,الدير,غير أردني,أنثى,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,وادي السير,وادي السير,الدير,الدير,الدير,غير أردني,ذكر,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,سحاب,الاول,أردني,أنثى,88,"2,034","1,579",352,73,49,10,4,3,1,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,سحاب,الاول,أردني,ذكر,12,363,"1,708","1,176",326,41,15,8,4,2,3,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,سحاب,الاول,غير أردني,أنثى,160,"1,699","1,007",152,76,0,13,7,4,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,سحاب,الاول,غير أردني,ذكر,12,638,"1,787","1,632",390,92,59,3,6,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,سحاب,الثاني,أردني,أنثى,42,"1,252",940,291,54,19,8,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,سحاب,الثاني,أردني,ذكر,4,309,"1,116",754,154,29,13,2,1,0,2,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,سحاب,الثاني,غير أردني,أنثى,81,680,508,87,43,2,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,سحاب,الثاني,غير أردني,ذكر,4,391,"2,328","2,108",611,71,20,2,0,0,0,0,0,0,9
العاصمة,سحاب,سحاب,سحاب,سحاب,الثالث,أردني,أنثى,156,"2,522","2,639",652,178,72,32,7,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,سحاب,الثالث,أردني,ذكر,19,427,"2,252","2,147",488,116,20,13,5,3,4,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,سحاب,الثالث,غير أردني,أنثى,258,"2,541","1,447",249,63,30,12,2,0,0,5,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,سحاب,الثالث,غير أردني,ذكر,21,775,"3,184","3,434",939,153,53,27,28,6,7,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,العبدليه,أردني,أنثى,71,"1,402","1,164",313,77,54,25,5,2,0,0,1,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,العبدليه,أردني,ذكر,8,229,"1,265",908,285,74,16,6,10,3,1,2,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,العبدليه,غير أردني,أنثى,59,434,357,77,7,4,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,العبدليه,غير أردني,ذكر,0,169,733,452,118,30,28,2,7,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,زملة العليا,أردني,أنثى,0,6,9,2,5,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,زملة العليا,أردني,ذكر,0,0,7,8,6,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,زملة العليا,غير أردني,أنثى,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,زملة العليا,غير أردني,ذكر,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,الخشافية الشمالية,أردني,أنثى,36,708,735,145,27,14,2,1,3,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,الخشافية الشمالية,أردني,ذكر,10,96,631,549,165,23,15,1,4,1,0,0,1,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,الخشافية الشمالية,غير أردني,أنثى,0,42,57,10,6,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,الخشافية الشمالية,غير أردني,ذكر,0,15,83,39,16,26,4,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,الخشافية الجنوبية,أردني,أنثى,4,96,183,53,6,1,2,2,0,0,0,1,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,الخشافية الجنوبية,أردني,ذكر,0,20,137,124,36,6,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,الخشافية الجنوبية,غير أردني,أنثى,0,13,12,0,4,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,الخشافية الجنوبية,غير أردني,ذكر,0,0,25,4,8,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,المناخر,أردني,أنثى,4,138,96,19,4,4,3,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,المناخر,أردني,ذكر,0,17,85,103,20,2,2,3,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,المناخر,غير أردني,أنثى,0,8,15,4,4,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,المناخر,غير أردني,ذكر,0,45,90,57,18,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,قعفور,أردني,أنثى,2,0,9,7,0,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,قعفور,أردني,ذكر,2,0,9,3,7,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,قعفور,غير أردني,أنثى,0,4,28,20,4,4,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,قعفور,غير أردني,ذكر,0,0,92,147,55,4,4,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,البيضاء,أردني,أنثى,17,591,347,79,17,1,1,1,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,البيضاء,أردني,ذكر,0,83,451,328,95,16,4,2,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,البيضاء,غير أردني,أنثى,4,56,56,9,0,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,البيضاء,غير أردني,ذكر,0,29,100,58,11,7,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,رميدان,أردني,أنثى,3,35,11,3,3,3,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,رميدان,أردني,ذكر,0,8,13,30,4,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,رميدان,غير أردني,أنثى,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,رميدان,غير أردني,ذكر,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,الماضونة,أردني,أنثى,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,الماضونة,أردني,ذكر,0,1,2,4,2,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,الماضونة,غير أردني,أنثى,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0
العاصمة,سحاب,سحاب,سحاب,أحد,الماضونة,غير أردني,ذكر,0,7,6,24,28,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الجيزة,أردني,أنثى,18,367,277,111,37,7,2,0,3,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الجيزة,أردني,ذكر,3,81,310,210,54,23,10,3,0,1,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الجيزة,غير أردني,أنثى,30,325,244,42,7,13,4,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الجيزة,غير أردني,ذكر,0,375,"1,730",894,191,34,3,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ام العمد,أردني,أنثى,8,79,105,26,2,2,1,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ام العمد,أردني,ذكر,0,17,86,68,29,7,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ام العمد,غير أردني,أنثى,12,193,244,36,20,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ام العمد,غير أردني,ذكر,0,96,543,471,197,26,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,نتل,أردني,أنثى,7,66,128,48,3,2,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,نتل,أردني,ذكر,0,9,77,83,21,8,5,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,نتل,غير أردني,أنثى,0,8,18,4,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,نتل,غير أردني,ذكر,0,0,20,24,9,9,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,اللبن,أردني,أنثى,15,575,545,97,15,8,2,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,اللبن,أردني,ذكر,4,86,581,372,92,27,9,2,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,اللبن,غير أردني,أنثى,12,213,108,16,0,8,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,اللبن,غير أردني,ذكر,0,99,284,93,58,12,0,2,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,القسطل,أردني,أنثى,16,321,274,122,28,6,6,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,القسطل,أردني,ذكر,4,45,252,257,84,16,13,2,0,0,2,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,القسطل,غير أردني,أنثى,17,230,185,32,25,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,القسطل,غير أردني,ذكر,0,165,527,723,247,26,6,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,منجا,أردني,أنثى,0,124,168,73,11,6,6,1,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,منجا,أردني,ذكر,6,12,91,139,70,24,7,0,0,0,1,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,منجا,غير أردني,أنثى,6,65,65,24,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,منجا,غير أردني,ذكر,0,50,203,154,19,0,4,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ام الوليد,أردني,أنثى,8,190,220,52,6,3,0,0,0,3,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ام الوليد,أردني,ذكر,2,28,172,181,52,1,0,0,0,0,0,1,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ام الوليد,غير أردني,ذكر,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,حواره,أردني,أنثى,0,53,48,28,7,2,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,حواره,أردني,ذكر,0,7,27,51,25,7,1,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,حواره,غير أردني,أنثى,0,24,46,4,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,حواره,غير أردني,ذكر,0,12,61,82,51,8,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الهرى,أردني,أنثى,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,الهرى,أردني,ذكر,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ارينبة الغربية,أردني,أنثى,2,63,267,64,19,9,0,0,0,0,0,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ارينبة الغربية,أردني,ذكر,0,17,161,135,49,10,4,0,1,0,1,0,0,0,0
العاصمة,الجيزة,الجيزة,الجيزة,الجيزة,ارينبة الغربية,غير أردني,أنثى,4,22,20,0,0,0,0,0,0,0,0,0,0,0,0
