"NHcode","neighborhood","neighbor_1","areas","govcode","districts","subdistricts",shapelength,shapearea,area_code,"area_name","quarter_code","quarter_name",JO_male,JO_female,JO_pers,JO_fam,JO_HHsize,Other_male,Other_female,Other_pers,Other_fam,SYR_male,SYR_female,SYR_pers,SYR_fam,PAL_male,PAL_female,PAL_pers,PAL_fam,EYG_male,EYG_female,EYG_pers,EYG_fam,IRQ_male,IRQ_female,IRQ_pers,IRQ_fam,EMN_male,EMN_female,EMN_pers,EMN_fam,LYP_male,LYP_female,LYP_pers,LYP_fam,total_population
"110920120101","السامك","Samek","السامك","العاصمة","ناعور","ام البساتين",13466,6131540,1109201201,"السامك","110920120101","السامك",1428,1387,2815,535,0,0,34,34,3,84,72,156,33,7,28,35,4,257,106,363,69,2,0,2,2,0,0,0,0,0,0,0,0,3405
"110920130101","ام العساكر","Um El-Asaker","ام العساكر","العاصمة","ناعور","ام البساتين",7416.9,1894100,1109201301,"ام العساكر","110920130101","ام العساكر",775,753,1528,290,0,5,21,26,8,0,0,0,0,0,0,0,0,62,0,62,4,0,0,0,0,0,0,0,0,0,0,0,0,1616
"110920140101","أم الكندم","Um- El-Kindam","أم الكندم","العاصمة","ناعور","ام البساتين",8769.9,2993750,1109201401,"ام الكندم","110920140101","ام الكندم",733,691,1424,319,0,12,77,89,18,67,51,118,29,7,7,14,6,428,72,500,81,6,11,17,4,9,27,36,3,0,0,0,0,2198
"110920150101","ام البرك","Um-El-Berak","ام البرك","العاصمة","ناعور","ام البساتين",9810.6,3667830,1109201501,"ام البرك","110920150101","ام البرك",1467,1469,2936,598,0,0,31,31,4,12,8,20,4,0,0,0,0,77,18,95,16,0,0,0,0,0,0,0,0,0,0,0,0,3082
"110920160101","ماسوح","Masooh","ماسوح","العاصمة","ناعور","ام البساتين",9877.36,2491590,1109201601,"ماسوح","110920160101","ماسوح",148,150,298,61,0,0,0,0,0,20,8,28,4,0,0,0,0,256,61,317,42,0,0,0,0,0,0,0,0,0,0,0,0,643
"110930110101","حسبان","Hesban","حسبان","العاصمة","ناعور","حسبان",18005.7,14227900,1109301101,"حسبان","110930110101","حسبان",2052,2027,4079,832,0,4,6,10,2,112,91,203,45,35,21,56,12,266,104,370,74,0,0,0,0,6,0,6,4,0,6,6,2,4730
"110930120101","الروضة","Rawdhah","الروضة","العاصمة","ناعور","حسبان",12547.5,7710990,1109301201,"الروضة","110930120101","الروضة",4800,4598,9398,1969,0,3,31,34,4,208,220,428,62,91,21,112,17,173,97,270,46,37,17,54,9,0,0,0,0,0,0,0,0,10296
"110930130101","المشقر","MshKar","المشقر","العاصمة","ناعور","حسبان",22815.3,13704200,1109301301,"المشقر","110930130101","المشقر",2627,2682,5309,1057,0,0,4,4,0,60,52,112,21,7,0,7,0,77,21,98,22,0,0,0,0,0,0,0,0,0,0,0,0,5530
"110930140101","العال","El-A'al","العال","العاصمة","ناعور","حسبان",17197,9325160,1109301401,"العال","110930140101","العال",2356,2264,4620,1019,0,3,15,18,2,108,64,172,34,0,7,7,0,807,237,1044,170,6,14,20,4,0,0,0,0,0,0,0,0,5881
"110820140101","رجم الشامي الشرقي","Rojom Shami Sharqi","رجم الشامي الشرقي","العاصمة","الموقر","رجم الشامي",9914.48,4838200,1108201401,"رجم الشامي الشرقي","110820140101","رجم الشامي الشرقي",1509,1440,2949,549,0,92,26,118,61,213,213,426,78,224,203,427,36,162,124,286,38,10,2,12,0,6,9,15,3,0,0,0,0,4233
"110820150101","الذهيبة الغربية","Dhaibeh Gharbiyyeh","الذهيبة الغربية","العاصمة","الموقر","رجم الشامي",15561.6,7124960,1108201501,"الذهيبة الغربية","110820150101","الذهيبة الغربية",2810,2610,5420,1046,0,12,9,21,3,310,361,671,107,35,21,56,11,357,138,495,71,0,0,0,0,0,0,0,0,0,0,0,0,6663
"110820160101","اللسين","Laseen","اللسين","العاصمة","الموقر","رجم الشامي",10747.6,6139160,1108201601,"اللسين","110820160101","اللسين",303,343,646,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646
"110820170101","الماجدية (زبارة)","Majedeah (Zabarah)","الماجدية (زبارة)","العاصمة","الموقر","رجم الشامي",12886.5,9874470,1108201701,"الماجدية (زباره)","110820170101","الماجدية (زباره)",183,149,332,66,0,0,0,0,0,0,4,4,1,0,0,0,0,9,54,63,3,0,0,0,0,0,0,0,0,0,0,0,0,399
"110820180101","الكتيفه","Ktafeh","الكتيفه","العاصمة","الموقر","رجم الشامي",15602.2,8695130,1108201801,"الكتيفه","110820180101","الكتيفه",347,388,735,139,0,0,0,0,0,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739
"110910110101","ناعور","Na'oor","ناعور","العاصمة","ناعور","ناعور",18320.6,8845110,1109101101,"ناعور","110910110101","ناعور",12999,12858,25857,5657,0,196,454,650,109,1435,1422,2857,548,413,343,756,143,1681,430,2111,287,32,41,73,17,3,6,9,3,18,6,24,0,32337
"110910120101","العدسية","Adasiyyeh","العدسية","العاصمة","ناعور","ناعور",14335.8,2556080,1109101201,"العدسية","110910120101","العدسية",943,877,1820,368,0,0,3,3,1,96,68,164,30,7,0,7,2,39,0,39,11,8,0,8,1,0,0,0,0,0,0,0,0,2041
"110910130101","المنشية وام القطين","Manshiyyeh,Um El-Qottain","المنشية وام القطين","العاصمة","ناعور","ناعور",7610.29,2890250,1109101301,"المنشية وام القطين","110910130101","المنشية وام القطين",1426,1444,2870,622,0,31,34,65,14,76,92,168,32,0,0,0,0,87,32,119,16,12,8,20,0,0,0,0,0,0,0,0,0,3242
"110910140101","تركي","Torky","تركي","العاصمة","ناعور","ناعور",13862.6,5272290,1109101401,"تركي","110910140101","تركي",1734,1765,3499,662,0,2,2,4,2,80,88,168,36,49,21,70,11,70,0,70,7,10,12,22,4,0,0,0,0,0,0,0,0,3833
"110910150101","ادبيان","Adbayan","ادبيان","العاصمة","ناعور","ناعور",14804.3,5330090,1109101501,"ادبيان","110910150101","ادبيان",800,743,1543,317,0,0,2,2,0,70,52,122,28,35,14,49,10,207,16,223,60,0,0,0,0,0,0,0,0,0,0,0,0,1939
"110910160101","المنصورة","Mansoorah","المنصورة","العاصمة","ناعور","ناعور",7472.28,1422260,1109101601,"المنصورة","110910160101","المنصورة",1834,1890,3724,756,0,5,20,25,9,24,28,52,8,0,7,7,1,77,32,109,20,0,0,0,0,0,0,0,0,0,0,0,0,3917
"110910180101","ام السماق","Um El-Sumaq","ام السماق","العاصمة","ناعور","ناعور",11714.6,5897910,1109101801,"ام السماق","110910180101","ام السماق",7127,7064,14191,3200,0,159,541,700,153,1017,970,1987,445,392,273,665,129,1017,181,1198,256,114,111,225,44,18,18,36,5,16,16,32,10,19034
"110910190101","بصة ناعور","Basset Na'oor","بصة ناعور","العاصمة","ناعور","ناعور",9788.34,3880380,1109101901,"بصة ناعور","110910190101","بصة ناعور",957,826,1783,414,0,0,0,0,0,0,4,4,0,0,0,0,0,30,16,46,9,0,0,0,0,0,0,0,0,0,0,0,0,1833
"110910200101","سيل حسبان","Sail Hesban","سيل حسبان","العاصمة","ناعور","ناعور",18367.9,13984600,1109102001,"سيل حسبان","110910200101","سيل حسبان",783,813,1596,331,0,2,0,2,0,40,24,64,20,0,7,7,0,161,14,175,38,2,0,2,2,0,0,0,0,0,0,0,0,1846
"110910210101","العامرية","Amireah","العامرية","العاصمة","ناعور","ناعور",6166.56,1720080,1109102101,"العامرية","110910210101","العامرية",586,521,1107,247,0,0,10,10,2,21,16,37,7,28,14,42,6,23,0,23,4,4,6,10,2,0,0,0,0,0,0,0,0,1229
