المحافظة,اللواء,القضاء,التجمع السكاني,المنطقة,الحي,CASEWHENNAT_CODE=401THEN'أردني'ELSE'غيرأردني'END,CASEWHENQ88=1THEN'ذكر'ELSE'انثى'END,وزارة الصحة,الخدمات الطبية الملكية,المستشفيات الجامعية,وكالة الغوث,تأمين خاص,خدمة صحية مجانية,خارج الأردن,أخرى
العاصمة,الموقر,رجم الشامي,اللسين,اللسين,اللسين,أردني,ذكر,92,129,4,0,0,13,0,0
العاصمة,الموقر,رجم الشامي,الماجدية (زباره),الماجدية (زباره),الماجدية (زباره),أردني,انثى,35,88,0,0,1,1,0,20
العاصمة,الموقر,رجم الشامي,الماجدية (زباره),الماجدية (زباره),الماجدية (زباره),أردني,ذكر,42,95,2,1,3,1,0,27
العاصمة,الموقر,رجم الشامي,الماجدية (زباره),الماجدية (زباره),الماجدية (زباره),غير أردني,انثى,0,0,0,0,0,0,0,45
العاصمة,الموقر,رجم الشامي,الماجدية (زباره),الماجدية (زباره),الماجدية (زباره),غير أردني,ذكر,0,0,0,0,0,0,0,9
العاصمة,الموقر,رجم الشامي,الكتيفه,الكتيفه,الكتيفه,أردني,انثى,58,188,0,0,0,15,0,96
العاصمة,الموقر,رجم الشامي,الكتيفه,الكتيفه,الكتيفه,أردني,ذكر,38,167,0,0,0,9,0,92
العاصمة,ناعور,ناعور,ناعور,ناعور,ناعور,أردني,انثى,"2,510","3,546",182,23,"1,530",664,21,99
العاصمة,ناعور,ناعور,ناعور,ناعور,ناعور,أردني,ذكر,"2,207","3,538",180,14,"1,697",669,32,86
العاصمة,ناعور,ناعور,ناعور,ناعور,ناعور,غير أردني,انثى,0,0,9,0,246,0,9,92
العاصمة,ناعور,ناعور,ناعور,ناعور,ناعور,غير أردني,ذكر,0,0,19,0,235,0,8,106
العاصمة,ناعور,ناعور,العدسية,العدسية,العدسية,أردني,انثى,164,433,2,0,59,30,0,31
العاصمة,ناعور,ناعور,العدسية,العدسية,العدسية,أردني,ذكر,173,467,2,0,76,20,1,37
العاصمة,ناعور,ناعور,المنشية وام القطين,المنشية وام القطين,المنشية وام القطين,أردني,انثى,209,878,6,0,94,19,3,14
العاصمة,ناعور,ناعور,المنشية وام القطين,المنشية وام القطين,المنشية وام القطين,أردني,ذكر,197,848,8,0,70,18,3,8
العاصمة,ناعور,ناعور,المنشية وام القطين,المنشية وام القطين,المنشية وام القطين,غير أردني,انثى,0,0,0,0,38,0,0,18
العاصمة,ناعور,ناعور,المنشية وام القطين,المنشية وام القطين,المنشية وام القطين,غير أردني,ذكر,0,0,0,0,16,0,0,32
العاصمة,ناعور,ناعور,تركي,تركي,تركي,أردني,انثى,286,"1,003",10,3,119,58,0,6
العاصمة,ناعور,ناعور,تركي,تركي,تركي,أردني,ذكر,271,967,16,0,121,54,1,7
العاصمة,ناعور,ناعور,تركي,تركي,تركي,غير أردني,انثى,0,0,0,0,7,0,0,10
العاصمة,ناعور,ناعور,تركي,تركي,تركي,غير أردني,ذكر,0,0,0,0,28,0,0,7
العاصمة,ناعور,ناعور,ادبيان,ادبيان,ادبيان,أردني,انثى,138,359,5,1,60,20,0,0
العاصمة,ناعور,ناعور,ادبيان,ادبيان,ادبيان,أردني,ذكر,161,364,8,1,73,20,0,0
العاصمة,ناعور,ناعور,ادبيان,ادبيان,ادبيان,غير أردني,انثى,0,0,0,0,2,0,0,0
العاصمة,ناعور,ناعور,المنصورة,المنصورة,المنصورة,أردني,انثى,380,755,16,7,223,91,1,1
العاصمة,ناعور,ناعور,المنصورة,المنصورة,المنصورة,أردني,ذكر,287,776,10,16,253,71,14,0
العاصمة,ناعور,ناعور,المنصورة,المنصورة,المنصورة,غير أردني,انثى,0,0,0,0,11,0,4,0
العاصمة,ناعور,ناعور,المنصورة,المنصورة,المنصورة,غير أردني,ذكر,0,0,0,0,12,0,0,0
العاصمة,ناعور,ناعور,ام السماق,ام السماق,ام السماق,أردني,انثى,"1,158","1,194",91,20,"1,295",411,24,12
العاصمة,ناعور,ناعور,ام السماق,ام السماق,ام السماق,أردني,ذكر,"1,047","1,200",100,16,"1,416",414,65,15
العاصمة,ناعور,ناعور,ام السماق,ام السماق,ام السماق,غير أردني,انثى,0,0,13,4,182,0,16,95
العاصمة,ناعور,ناعور,ام السماق,ام السماق,ام السماق,غير أردني,ذكر,0,0,12,0,163,0,14,67
العاصمة,ناعور,ناعور,بصة ناعور,بصة ناعور,بصة ناعور,أردني,انثى,163,163,0,0,120,65,0,0
العاصمة,ناعور,ناعور,بصة ناعور,بصة ناعور,بصة ناعور,أردني,ذكر,164,182,0,0,143,61,7,0
العاصمة,ناعور,ناعور,بصة ناعور,بصة ناعور,بصة ناعور,غير أردني,انثى,0,0,0,0,0,0,0,4
العاصمة,ناعور,ناعور,سيل حسبان,سيل حسبان,سيل حسبان,أردني,انثى,211,321,9,3,52,20,0,13
العاصمة,ناعور,ناعور,سيل حسبان,سيل حسبان,سيل حسبان,أردني,ذكر,197,301,16,0,76,22,0,10
العاصمة,ناعور,ناعور,سيل حسبان,سيل حسبان,سيل حسبان,غير أردني,انثى,0,0,0,0,7,0,0,0
العاصمة,ناعور,ناعور,سيل حسبان,سيل حسبان,سيل حسبان,غير أردني,ذكر,0,0,0,0,2,0,0,0
العاصمة,ناعور,ناعور,العامرية,العامرية,العامرية,أردني,انثى,42,290,0,0,88,14,0,0
العاصمة,ناعور,ناعور,العامرية,العامرية,العامرية,أردني,ذكر,46,298,0,0,104,15,0,0
العاصمة,ناعور,ناعور,العامرية,العامرية,العامرية,غير أردني,انثى,0,0,0,0,4,0,0,13
العاصمة,ناعور,ناعور,العامرية,العامرية,العامرية,غير أردني,ذكر,0,0,0,0,0,0,0,7
العاصمة,ناعور,ناعور,بلعاس,بلعاس,بلعاس,أردني,انثى,221,77,5,11,235,39,6,19
العاصمة,ناعور,ناعور,بلعاس,بلعاس,بلعاس,أردني,ذكر,201,72,5,13,273,45,15,18
العاصمة,ناعور,ناعور,بلعاس,بلعاس,بلعاس,غير أردني,انثى,0,0,0,0,58,0,2,36
العاصمة,ناعور,ناعور,بلعاس,بلعاس,بلعاس,غير أردني,ذكر,0,0,0,0,50,0,0,21
العاصمة,ناعور,ناعور,زبود,زبود,زبود,أردني,انثى,200,356,1,5,73,20,0,16
العاصمة,ناعور,ناعور,زبود,زبود,زبود,أردني,ذكر,248,424,6,2,111,25,7,14
العاصمة,ناعور,ناعور,زبود,زبود,زبود,غير أردني,انثى,0,0,0,21,11,0,0,19
العاصمة,ناعور,ناعور,زبود,زبود,زبود,غير أردني,ذكر,0,0,0,21,7,0,0,119
العاصمة,ناعور,ناعور,ابو نقلة,ابو نقلة,ابو نقلة,أردني,انثى,71,334,24,0,134,20,5,0
العاصمة,ناعور,ناعور,ابو نقلة,ابو نقلة,ابو نقلة,أردني,ذكر,76,304,14,0,198,22,5,0
العاصمة,ناعور,ناعور,ابو نقلة,ابو نقلة,ابو نقلة,غير أردني,انثى,0,0,7,0,50,0,6,0
العاصمة,ناعور,ناعور,ابو نقلة,ابو نقلة,ابو نقلة,غير أردني,ذكر,0,0,0,0,10,0,0,0
العاصمة,ناعور,ناعور,العجاجرة,العجاجرة,العجاجرة,أردني,انثى,90,40,10,0,21,16,0,0
العاصمة,ناعور,ناعور,العجاجرة,العجاجرة,العجاجرة,أردني,ذكر,75,36,7,0,30,10,0,0
العاصمة,ناعور,ناعور,العويلية,العويلية,العويلية,أردني,انثى,12,124,0,0,15,4,0,0
العاصمة,ناعور,ناعور,العويلية,العويلية,العويلية,أردني,ذكر,21,121,0,0,21,22,0,0
العاصمة,ناعور,ناعور,العويلية,العويلية,العويلية,غير أردني,ذكر,0,0,0,0,4,0,0,0
العاصمة,ناعور,ام البساتين,ام البساتين,ام البساتين,ام البساتين,أردني,انثى,689,"1,660",25,13,166,93,0,19
العاصمة,ناعور,ام البساتين,ام البساتين,ام البساتين,ام البساتين,أردني,ذكر,706,"1,681",33,9,217,153,0,11
العاصمة,ناعور,ام البساتين,ام البساتين,ام البساتين,ام البساتين,غير أردني,انثى,0,0,0,0,10,0,0,12
العاصمة,ناعور,ام البساتين,ام البساتين,ام البساتين,ام البساتين,غير أردني,ذكر,0,0,8,0,97,0,0,23
العاصمة,ناعور,ام البساتين,السامك,السامك,السامك,أردني,انثى,231,738,24,1,72,36,0,6
العاصمة,ناعور,ام البساتين,السامك,السامك,السامك,أردني,ذكر,219,757,30,0,88,30,2,2
العاصمة,ناعور,ام البساتين,السامك,السامك,السامك,غير أردني,انثى,0,0,0,0,86,0,0,21
العاصمة,ناعور,ام البساتين,السامك,السامك,السامك,غير أردني,ذكر,0,0,0,0,93,0,0,7
العاصمة,ناعور,ام البساتين,ام العساكر,ام العساكر,ام العساكر,أردني,انثى,129,228,17,4,81,35,5,0
العاصمة,ناعور,ام البساتين,ام العساكر,ام العساكر,ام العساكر,أردني,ذكر,134,240,10,3,80,61,20,1
العاصمة,ناعور,ام البساتين,ام العساكر,ام العساكر,ام العساكر,غير أردني,انثى,0,0,0,0,4,0,0,2
العاصمة,ناعور,ام البساتين,ام العساكر,ام العساكر,ام العساكر,غير أردني,ذكر,0,0,0,0,0,0,0,7
العاصمة,ناعور,ام البساتين,ام الكندم,ام الكندم,ام الكندم,أردني,انثى,186,18,19,4,171,28,5,0
العاصمة,ناعور,ام البساتين,ام الكندم,ام الكندم,ام الكندم,أردني,ذكر,124,13,22,5,217,33,7,0
العاصمة,ناعور,ام البساتين,ام الكندم,ام الكندم,ام الكندم,غير أردني,انثى,0,0,0,0,29,0,1,24
العاصمة,ناعور,ام البساتين,ام الكندم,ام الكندم,ام الكندم,غير أردني,ذكر,0,0,3,4,18,0,0,15
العاصمة,ناعور,ام البساتين,ام البرك,ام البرك,ام البرك,أردني,انثى,213,727,14,4,68,67,4,2
العاصمة,ناعور,ام البساتين,ام البرك,ام البرك,ام البرك,أردني,ذكر,185,751,11,6,82,47,14,2
العاصمة,ناعور,ام البساتين,ام البرك,ام البرك,ام البرك,غير أردني,انثى,0,0,5,0,8,0,0,7
العاصمة,ناعور,ام البساتين,ام البرك,ام البرك,ام البرك,غير أردني,ذكر,0,0,0,0,7,0,0,0
العاصمة,ناعور,ام البساتين,ماسوح,ماسوح,ماسوح,أردني,انثى,60,58,0,0,10,2,0,0
العاصمة,ناعور,ام البساتين,ماسوح,ماسوح,ماسوح,أردني,ذكر,51,72,0,0,13,0,0,0
العاصمة,ناعور,ام البساتين,ماسوح,ماسوح,ماسوح,غير أردني,انثى,0,0,0,0,9,0,0,0
العاصمة,ناعور,ام البساتين,ماسوح,ماسوح,ماسوح,غير أردني,ذكر,0,0,0,0,177,0,0,18
العاصمة,ناعور,حسبان,حسبان,حسبان,حسبان,أردني,انثى,559,"1,016",22,0,140,19,6,5
العاصمة,ناعور,حسبان,حسبان,حسبان,حسبان,أردني,ذكر,554,"1,000",13,0,141,26,0,4
العاصمة,ناعور,حسبان,حسبان,حسبان,حسبان,غير أردني,انثى,0,0,0,0,7,0,0,16
العاصمة,ناعور,حسبان,حسبان,حسبان,حسبان,غير أردني,ذكر,0,0,0,0,7,0,7,24
العاصمة,ناعور,حسبان,الروضة,الروضة,الروضة,أردني,انثى,686,"2,603",26,0,244,126,9,15
العاصمة,ناعور,حسبان,الروضة,الروضة,الروضة,أردني,ذكر,624,"2,723",48,2,295,104,11,10
العاصمة,ناعور,حسبان,الروضة,الروضة,الروضة,غير أردني,انثى,0,0,0,0,27,0,0,40
العاصمة,ناعور,حسبان,الروضة,الروضة,الروضة,غير أردني,ذكر,0,0,0,0,32,0,0,3
العاصمة,ناعور,حسبان,المشقر,المشقر,المشقر,أردني,انثى,524,"1,760",24,0,87,34,0,4
العاصمة,ناعور,حسبان,المشقر,المشقر,المشقر,أردني,ذكر,523,"1,782",23,2,89,18,0,2
العاصمة,ناعور,حسبان,المشقر,المشقر,المشقر,غير أردني,انثى,0,0,0,0,6,0,0,0
العاصمة,ناعور,حسبان,المشقر,المشقر,المشقر,غير أردني,ذكر,0,0,0,0,4,0,0,7
العاصمة,ناعور,حسبان,العال,العال,العال,أردني,انثى,366,"1,362",8,1,98,47,0,24
العاصمة,ناعور,حسبان,العال,العال,العال,أردني,ذكر,376,"1,398",14,3,100,48,0,11
العاصمة,ناعور,حسبان,العال,العال,العال,غير أردني,انثى,0,0,0,0,37,0,0,7
العاصمة,ناعور,حسبان,العال,العال,العال,غير أردني,ذكر,0,0,0,0,56,0,0,0
العاصمة,ناعور,حسبان,منشية حسبان,منشية حسبان,منشية حسبان,أردني,انثى,270,473,0,0,43,25,1,13
العاصمة,ناعور,حسبان,منشية حسبان,منشية حسبان,منشية حسبان,أردني,ذكر,233,501,0,0,68,36,0,13
العاصمة,ناعور,حسبان,منشية حسبان,منشية حسبان,منشية حسبان,غير أردني,انثى,0,0,0,0,0,0,0,5
العاصمة,ناعور,حسبان,كرمة حسبان,كرمة حسبان,كرمة حسبان,أردني,انثى,209,877,19,0,40,16,0,2
العاصمة,ناعور,حسبان,كرمة حسبان,كرمة حسبان,كرمة حسبان,أردني,ذكر,197,802,28,0,49,12,1,2
العاصمة,ناعور,حسبان,كرمة حسبان,كرمة حسبان,كرمة حسبان,غير أردني,انثى,0,0,0,0,0,0,1,0
